"m (Meter)"	"qc (MN/m�)"	"fs (kN/m�)"	"u2 (kN/m�)"	"� (Ix)"	"� (Iy)"	" ()"	" ()"	" ()"	"Cm/s"
"23.63"	"19.99"	"63.020"	"217.22"	"-10.26"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.64"	"19.30"	"78.960"	"216.67"	"-10.20"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"0.15"	
"23.65"	"19.93"	"63.400"	"216.34"	"-10.08"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.66"	"20.11"	"63.540"	"216.70"	"-10.03"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.67"	"20.16"	"65.280"	"216.71"	"-10.14"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"1.95"	
"23.68"	"20.08"	"65.460"	"217.01"	"-10.20"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.69"	"20.04"	"68.280"	"217.44"	"-10.08"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.70"	"19.90"	"70.760"	"217.82"	"-10.14"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"23.71"	"19.63"	"71.920"	"217.84"	"-10.08"	"4.31"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.72"	"19.36"	"74.280"	"217.75"	"-10.03"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"1.95"	
"23.73"	"18.93"	"77.660"	"218.34"	"-10.08"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.74"	"18.70"	"78.440"	"218.20"	"-10.20"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"1.95"	
"23.75"	"18.42"	"79.940"	"218.26"	"-10.14"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"23.76"	"18.22"	"79.500"	"218.81"	"-9.62"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.77"	"18.10"	"77.300"	"218.70"	"-9.97"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"1.97"	
"23.78"	"17.99"	"76.880"	"218.41"	"-10.26"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.79"	"17.86"	"80.740"	"218.63"	"-10.26"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"23.80"	"17.98"	"81.120"	"219.06"	"-10.03"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.81"	"18.09"	"82.820"	"218.76"	"-10.26"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.82"	"18.33"	"81.100"	"218.79"	"-10.32"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"23.83"	"18.53"	"75.040"	"218.65"	"-10.14"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.84"	"18.73"	"73.360"	"218.46"	"-10.14"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"1.97"	
"23.85"	"18.79"	"74.100"	"218.90"	"-10.38"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"23.86"	"18.87"	"72.840"	"218.78"	"-10.20"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.87"	"18.85"	"71.080"	"219.06"	"-10.20"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.88"	"18.56"	"72.840"	"219.35"	"-10.49"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.89"	"17.94"	"83.640"	"216.98"	"-10.20"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"0.04"	
"23.90"	"18.49"	"72.920"	"217.36"	"-10.49"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.91"	"18.68"	"68.080"	"217.52"	"-10.26"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.92"	"18.92"	"66.380"	"217.83"	"-10.38"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"2.13"	
"23.93"	"19.09"	"67.260"	"217.57"	"-10.20"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.05"	
"23.94"	"19.40"	"70.380"	"217.68"	"-10.38"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"1.97"	
"23.95"	"19.56"	"69.340"	"217.61"	"-10.20"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.96"	"19.46"	"71.780"	"220.21"	"-10.20"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.97"	"19.37"	"76.020"	"221.12"	"-10.08"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.98"	"19.47"	"80.580"	"218.15"	"-10.26"	"4.31"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"23.99"	"19.49"	"81.880"	"217.86"	"-10.43"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.00"	"19.57"	"85.920"	"218.86"	"-10.43"	"4.37"	"Disabled"	"Disabled"	"Disabled"	"1.97"	
"24.01"	"19.66"	"88.040"	"218.94"	"-10.49"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.05"	
"24.02"	"19.94"	"93.100"	"219.30"	"-10.26"	"4.25"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.03"	"20.35"	"96.280"	"219.63"	"-10.38"	"4.25"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.04"	"19.94"	"106.220"	"219.80"	"-10.38"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.05"	"19.49"	"100.060"	"218.80"	"-10.61"	"4.48"	"Disabled"	"Disabled"	"Disabled"	"1.95"	
"24.06"	"19.45"	"106.340"	"219.91"	"-10.38"	"4.43"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.07"	"19.49"	"119.900"	"220.59"	"-10.20"	"4.31"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.08"	"19.66"	"117.420"	"220.02"	"-10.43"	"4.25"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.09"	"19.70"	"116.160"	"219.91"	"-10.49"	"4.43"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.10"	"19.89"	"114.020"	"220.90"	"-10.32"	"4.43"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.11"	"20.05"	"108.880"	"221.20"	"-10.26"	"4.37"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.12"	"20.34"	"104.440"	"220.63"	"-10.08"	"4.31"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.13"	"20.67"	"101.000"	"220.63"	"-10.43"	"4.43"	"Disabled"	"Disabled"	"Disabled"	"1.95"	
"24.14"	"21.16"	"97.880"	"220.67"	"-10.55"	"4.25"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.15"	"21.56"	"98.520"	"220.57"	"-10.38"	"4.25"	"Disabled"	"Disabled"	"Disabled"	"1.75"	
"24.16"	"22.13"	"92.280"	"220.84"	"-10.32"	"4.31"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.17"	"22.39"	"97.200"	"220.79"	"-10.38"	"4.37"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.18"	"22.73"	"97.480"	"221.21"	"-10.38"	"4.31"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.19"	"22.94"	"93.620"	"221.41"	"-10.26"	"4.43"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.20"	"23.13"	"87.680"	"222.13"	"-10.26"	"4.25"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.21"	"23.26"	"85.500"	"222.83"	"-10.67"	"4.48"	"Disabled"	"Disabled"	"Disabled"	"1.83"	
"24.22"	"23.30"	"85.020"	"222.92"	"-10.26"	"4.48"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.23"	"23.29"	"89.600"	"223.51"	"-10.61"	"4.37"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.24"	"23.33"	"89.680"	"223.67"	"-10.26"	"4.31"	"Disabled"	"Disabled"	"Disabled"	"1.95"	
"24.25"	"23.31"	"91.820"	"223.65"	"-10.32"	"4.43"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.26"	"23.31"	"92.140"	"223.69"	"-10.49"	"4.48"	"Disabled"	"Disabled"	"Disabled"	"1.75"	
"24.27"	"23.29"	"100.260"	"223.50"	"-10.26"	"4.37"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.28"	"23.28"	"103.040"	"223.59"	"-10.73"	"4.37"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.29"	"23.45"	"107.140"	"223.69"	"-10.08"	"4.65"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.30"	"23.67"	"112.000"	"223.80"	"-10.61"	"4.43"	"Disabled"	"Disabled"	"Disabled"	"1.83"	
"24.31"	"23.97"	"111.960"	"223.95"	"-9.91"	"4.43"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.32"	"24.43"	"114.860"	"223.41"	"-10.49"	"4.60"	"Disabled"	"Disabled"	"Disabled"	"1.97"	
"24.33"	"24.73"	"109.580"	"222.71"	"-10.20"	"4.82"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.34"	"24.87"	"113.580"	"222.37"	"-10.03"	"4.65"	"Disabled"	"Disabled"	"Disabled"	"1.83"	
"24.35"	"25.06"	"110.240"	"223.51"	"-10.38"	"4.43"	"Disabled"	"Disabled"	"Disabled"	"1.95"	
"24.36"	"25.54"	"106.780"	"223.10"	"-10.55"	"4.37"	"Disabled"	"Disabled"	"Disabled"	"0.09"	
"24.37"	"25.92"	"99.980"	"223.58"	"-10.49"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"1.83"	
"24.38"	"26.02"	"95.260"	"223.70"	"-10.38"	"4.25"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.39"	"26.25"	"95.920"	"223.98"	"-10.67"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"1.80"	
"24.40"	"26.42"	"91.920"	"223.36"	"-10.20"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.41"	"26.32"	"91.180"	"223.40"	"-10.43"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.42"	"26.58"	"86.340"	"225.05"	"-10.32"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"1.83"	
"24.43"	"26.62"	"94.480"	"225.15"	"-10.55"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.44"	"26.85"	"90.160"	"225.26"	"-10.55"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"1.80"	
"24.45"	"26.93"	"94.200"	"225.76"	"-10.43"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.46"	"27.14"	"98.460"	"225.83"	"-10.38"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"1.83"	
"24.47"	"27.41"	"102.500"	"226.52"	"-10.61"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.13"	
"24.48"	"27.63"	"102.660"	"227.02"	"-10.73"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.49"	"27.80"	"101.240"	"227.50"	"-11.02"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.50"	"27.92"	"101.180"	"227.94"	"-10.61"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.51"	"28.03"	"106.540"	"227.63"	"-10.55"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.52"	"28.15"	"109.380"	"227.51"	"-10.55"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"24.53"	"28.16"	"108.680"	"226.91"	"-10.67"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.54"	"28.09"	"110.080"	"227.16"	"-10.79"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.55"	"28.07"	"114.500"	"227.64"	"-10.49"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.56"	"27.97"	"116.380"	"228.03"	"-10.67"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"24.57"	"27.85"	"110.620"	"228.10"	"-10.73"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"24.58"	"27.81"	"111.000"	"228.39"	"-10.61"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.59"	"27.82"	"113.300"	"228.52"	"-10.67"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.60"	"27.86"	"111.940"	"228.11"	"-10.73"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.61"	"27.90"	"114.400"	"228.66"	"-10.55"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.62"	"28.09"	"113.520"	"229.01"	"-10.79"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.30"	
"24.63"	"28.20"	"113.760"	"229.21"	"-10.67"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.64"	"28.28"	"113.980"	"229.20"	"-10.49"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.65"	"28.28"	"111.380"	"229.19"	"-10.55"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.66"	"28.11"	"109.560"	"229.42"	"-10.67"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"24.67"	"27.71"	"117.000"	"229.00"	"-10.49"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.68"	"27.25"	"114.000"	"229.32"	"-10.55"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.69"	"26.58"	"118.800"	"229.95"	"-10.67"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.70"	"25.81"	"115.980"	"229.98"	"-10.61"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.71"	"24.99"	"121.220"	"230.43"	"-10.55"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"24.72"	"24.86"	"122.040"	"230.43"	"-10.67"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.73"	"25.02"	"127.340"	"230.51"	"-10.61"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.74"	"25.30"	"129.000"	"231.06"	"-10.84"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"24.75"	"25.28"	"132.980"	"231.93"	"-10.73"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.31"	
"24.76"	"25.24"	"141.380"	"232.29"	"-10.84"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.30"	
"24.77"	"25.42"	"145.300"	"231.22"	"-10.84"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.78"	"25.65"	"144.400"	"222.54"	"-10.55"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.79"	"25.66"	"149.620"	"207.51"	"-10.49"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.80"	"25.96"	"150.840"	"204.26"	"-10.90"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"24.81"	"25.92"	"147.720"	"199.96"	"-10.90"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"1.75"	
"24.82"	"22.88"	"188.520"	"210.84"	"-10.84"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"0.03"	
"24.83"	"24.93"	"151.220"	"219.54"	"-10.79"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"0.00"	
"24.84"	"25.31"	"136.920"	"219.45"	"-10.55"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.85"	"25.42"	"132.740"	"221.18"	"-10.79"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"24.86"	"25.44"	"128.720"	"222.76"	"-10.96"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.87"	"25.31"	"125.640"	"223.18"	"-11.37"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"24.88"	"25.04"	"120.280"	"224.87"	"-10.79"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.89"	"24.74"	"121.980"	"225.46"	"-10.79"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.90"	"24.28"	"118.720"	"225.52"	"-10.49"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"24.91"	"23.82"	"114.200"	"226.17"	"-10.55"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.92"	"23.31"	"108.900"	"226.83"	"-10.73"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.00"	
"24.93"	"22.77"	"102.240"	"226.56"	"-10.73"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.94"	"22.03"	"94.540"	"226.99"	"-11.02"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"24.95"	"21.61"	"91.380"	"227.21"	"-10.67"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.96"	"21.12"	"83.100"	"227.81"	"-10.84"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"24.97"	"20.64"	"84.320"	"228.11"	"-10.90"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.98"	"20.14"	"82.640"	"228.30"	"-10.90"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"24.99"	"19.27"	"84.560"	"228.81"	"-10.84"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.17"	
"25.00"	"18.77"	"83.360"	"228.78"	"-11.08"	"3.57"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"25.01"	"18.48"	"79.460"	"228.93"	"-10.96"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"25.02"	"18.33"	"76.940"	"229.05"	"-10.90"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"25.03"	"17.27"	"71.880"	"226.94"	"-10.79"	"3.52"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"25.04"	"15.40"	"89.000"	"223.70"	"-10.96"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"25.05"	"13.33"	"78.760"	"202.61"	"-10.90"	"3.63"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.06"	"10.93"	"99.260"	"188.83"	"-10.79"	"3.63"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"25.07"	"9.14"	"94.860"	"176.76"	"-10.79"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.08"	"7.78"	"104.680"	"182.21"	"-10.90"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"25.09"	"6.86"	"120.100"	"187.40"	"-10.96"	"3.57"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.10"	"6.14"	"127.120"	"195.33"	"-11.02"	"3.63"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.11"	"5.62"	"140.100"	"199.51"	"-10.90"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.20"	
"25.12"	"5.08"	"158.500"	"202.49"	"-11.14"	"3.52"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.13"	"4.52"	"170.560"	"204.86"	"-10.96"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.33"	
"25.14"	"4.31"	"169.680"	"206.96"	"-11.08"	"3.52"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.15"	"4.11"	"165.060"	"213.82"	"-10.90"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.16"	"3.96"	"160.060"	"225.12"	"-11.02"	"3.63"	"Disabled"	"Disabled"	"Disabled"	"2.44"	
"25.17"	"3.92"	"146.500"	"238.88"	"-11.08"	"3.57"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"25.18"	"3.94"	"129.160"	"253.62"	"-11.02"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.19"	"4.06"	"115.500"	"271.98"	"-11.14"	"3.52"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.20"	"4.20"	"106.420"	"288.54"	"-11.08"	"3.57"	"Disabled"	"Disabled"	"Disabled"	"2.44"	
"25.21"	"4.27"	"102.080"	"306.59"	"-10.96"	"3.63"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.22"	"4.25"	"92.320"	"321.52"	"-11.14"	"3.57"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"25.23"	"4.19"	"76.620"	"335.86"	"-11.14"	"3.57"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.24"	"4.08"	"62.760"	"346.08"	"-11.02"	"3.52"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.25"	"3.98"	"53.300"	"354.62"	"-11.08"	"3.52"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.26"	"3.86"	"37.820"	"359.38"	"-11.08"	"3.46"	"Disabled"	"Disabled"	"Disabled"	"2.44"	
"25.27"	"3.73"	"31.100"	"365.68"	"-11.08"	"3.40"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.28"	"2.19"	"19.560"	"629.55"	"-11.25"	"3.46"	"Disabled"	"Disabled"	"Disabled"	"0.04"	
"25.29"	"3.72"	"41.480"	"544.93"	"-11.14"	"3.40"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.30"	"3.56"	"45.720"	"546.66"	"-11.19"	"3.57"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.31"	"3.36"	"46.100"	"586.85"	"-11.25"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.44"	
"25.32"	"3.22"	"44.200"	"626.44"	"-11.08"	"3.52"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.33"	"3.14"	"42.660"	"673.58"	"-11.19"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.34"	"3.08"	"38.880"	"723.08"	"-11.14"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.35"	"2.92"	"35.140"	"771.10"	"-11.14"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.36"	"2.80"	"27.160"	"828.48"	"-10.90"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.37"	"2.70"	"22.720"	"874.31"	"-11.02"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.68"	
"25.38"	"2.31"	"0.720"	"966.82"	"-11.25"	"3.52"	"Disabled"	"Disabled"	"Disabled"	"0.20"	
"25.39"	"2.73"	"17.980"	"1012.25"	"-11.14"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"2.75"	
"25.40"	"2.74"	"18.520"	"1058.02"	"-11.02"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.41"	"2.81"	"19.480"	"1086.60"	"-11.02"	"3.69"	"Disabled"	"Disabled"	"Disabled"	"3.00"	
"25.42"	"3.10"	"19.380"	"1146.55"	"-11.08"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"2.44"	
"25.43"	"3.84"	"16.380"	"1163.22"	"-11.14"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"0.83"	
"25.44"	"4.69"	"7.760"	"1157.26"	"-11.14"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.45"	"5.72"	"9.700"	"1033.25"	"-11.08"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"1.23"	
"25.46"	"6.48"	"9.140"	"891.52"	"-11.19"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"1.83"	
"25.47"	"6.62"	"23.160"	"436.55"	"-11.14"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.75"	
"25.48"	"6.08"	"24.620"	"310.31"	"-11.14"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.75"	
"25.49"	"4.22"	"28.260"	"252.95"	"-11.02"	"3.74"	"Disabled"	"Disabled"	"Disabled"	"0.79"	
"25.50"	"4.75"	"20.300"	"252.97"	"-11.08"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.75"	
"25.51"	"4.21"	"21.900"	"257.56"	"-10.84"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.75"	
"25.52"	"3.87"	"31.740"	"261.96"	"-10.84"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"2.75"	
"25.53"	"3.71"	"42.960"	"281.71"	"-11.08"	"4.25"	"Disabled"	"Disabled"	"Disabled"	"2.75"	
"25.54"	"3.58"	"49.140"	"297.77"	"-10.96"	"4.09"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.55"	"3.12"	"58.000"	"330.92"	"-10.84"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.93"	
"25.56"	"2.70"	"57.160"	"355.39"	"-11.02"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.75"	
"25.57"	"2.50"	"52.760"	"380.15"	"-11.02"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.75"	
"25.58"	"2.60"	"47.860"	"405.18"	"-11.08"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.75"	
"25.59"	"2.72"	"44.820"	"420.25"	"-11.08"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.60"	"2.98"	"39.120"	"439.55"	"-11.08"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.75"	
"25.61"	"3.22"	"35.320"	"449.27"	"-11.02"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.93"	
"25.62"	"3.35"	"46.060"	"451.33"	"-10.96"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.75"	
"25.63"	"3.36"	"48.700"	"444.99"	"-10.96"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.75"	
"25.64"	"3.30"	"51.480"	"447.95"	"-11.14"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.65"	"3.09"	"53.520"	"453.84"	"-11.08"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.75"	
"25.66"	"2.87"	"57.960"	"463.55"	"-11.02"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.44"	
"25.67"	"2.61"	"59.700"	"474.70"	"-11.02"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.75"	
"25.68"	"2.39"	"61.600"	"479.69"	"-11.02"	"4.14"	"Disabled"	"Disabled"	"Disabled"	"2.75"	
"25.69"	"2.21"	"56.280"	"497.02"	"-11.08"	"3.80"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"25.70"	"2.08"	"50.020"	"510.47"	"-11.02"	"4.20"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.71"	"2.00"	"41.880"	"521.49"	"-11.02"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"25.72"	"1.91"	"38.360"	"532.83"	"-11.14"	"4.03"	"Disabled"	"Disabled"	"Disabled"	"2.44"	
"25.73"	"1.86"	"34.520"	"543.90"	"-11.02"	"3.86"	"Disabled"	"Disabled"	"Disabled"	"2.25"	
"25.74"	"1.81"	"28.740"	"554.34"	"-11.08"	"3.97"	"Disabled"	"Disabled"	"Disabled"	"2.50"	
"25.75"	"2.04"	"24.620"	"600.35"	"-11.08"	"3.91"	"Disabled"	"Disabled"	"Disabled"	"0.15"	
